Manufacturer,Year,Sales,Avg_Price,Customer_Satisfaction
Land Rover,2017,216899,92195,4.496241600221852
Porsche,2014,11634,29059,3.597872113672967
Chevrolet,2016,262718,53210,3.650450601062947
Hyundai,2018,171468,64954,3.5580403548372908
Honda,2013,163488,71558,3.996294314156698
Jaguar,2016,400086,19758,4.86174618582904
Subaru,2020,337282,65250,3.415460164403556
Volvo,2014,347265,70604,4.465939335443309
BMW,2020,372486,63745,4.086306247412863
Honda,2013,31500,90439,3.878189243143751
Audi,2018,356872,94435,4.465371382793602
Kia,2017,106342,41038,4.697217513678393
Volkswagen,2019,394370,34564,4.494604507497178
BMW,2019,387852,74341,4.023326394715913
Nissan,2018,389949,83071,3.7674811390256626
Land Rover,2013,88243,78153,3.4927427972559637
Ford,2011,27670,99766,4.3832589811975975
Chevrolet,2022,295954,60588,4.247443938558367
BMW,2022,228252,95846,3.3099164658952414
Audi,2012,97389,32977,3.80287632399773
Land Rover,2018,261914,31640,4.080214877843582
Porsche,2019,99680,22965,4.950384822143053
Tesla,2014,291080,29155,4.321470735249464
Jaguar,2020,421781,62602,4.932024192255211
Mazda,2016,374332,52548,3.3528533932048026
Tesla,2012,61318,52165,3.2263180131793527
Fiat,2013,498124,95358,3.935464542228941
Tesla,2012,139523,88198,4.031039831828753
Lexus,2016,484656,42774,4.723819896608759
Subaru,2016,390031,57586,4.4866309873105426
Toyota,2019,331133,71093,3.6557774372742893
Toyota,2019,87474,31318,4.539087092030498
Kia,2015,93394,45816,3.183111454541902
Honda,2020,429860,67919,4.913098708949656
Jaguar,2012,199563,48380,3.297275111324132
Lexus,2019,227780,24926,4.5191857654759495
Hyundai,2017,397174,25002,3.0204083745704904
Jaguar,2015,467884,42048,3.188215937475119
Kia,2018,417741,67634,4.232403717114593
Fiat,2010,277709,95483,4.778072088266403
Porsche,2015,143494,44060,3.7758701513577386
Honda,2013,23790,40168,4.990062450012071
Tesla,2012,14509,17500,4.36339698983143
Ford,2010,36921,69551,3.1171952717525504
Land Rover,2012,24003,86656,3.4348336685105134
Land Rover,2016,234942,86708,4.173533527656055
Chevrolet,2022,279024,43949,3.5348908287908234
Mercedes,2022,163432,97782,3.395368171388477
Toyota,2016,320325,45589,4.579953160123601
Porsche,2013,93562,96229,3.1630291900900325
Hyundai,2014,453838,20678,4.645538203014671
Tesla,2018,180954,75510,3.247456176374277
Lexus,2020,483287,46051,4.978204029078639
Porsche,2013,434001,44402,3.1828501483260063
Fiat,2014,277869,79105,3.940424242328478
Land Rover,2018,72993,45027,4.95599958712258
Hyundai,2012,320921,99682,3.8545634162546554
Volvo,2017,288659,39806,4.460739318375911
Ford,2014,494737,58915,4.919397601102009
Audi,2013,65421,60610,3.84937031694451
BMW,2020,491725,20589,3.514897975685182
Kia,2019,202395,92551,4.937399093487303
Toyota,2013,234370,87131,4.3546431759229485
Lexus,2018,257368,76166,3.132973606029744
Kia,2013,190923,57861,3.554581712536847
Subaru,2015,51472,50455,3.0803356279011624
Lexus,2016,80030,73151,4.883072492076986
Lexus,2022,305766,50980,3.7172482110103884
Jaguar,2011,164684,93066,4.120210299344269
Fiat,2013,131886,92831,4.462503314873405
Audi,2010,76345,67878,4.1913754699361245
Mazda,2014,435618,25273,4.895702577068265
Chevrolet,2013,271940,91939,3.8068612375651103
Honda,2015,123000,54215,3.6009580073729244
Land Rover,2013,67943,24514,3.1866023567145074
Tesla,2017,192966,39225,3.3800756290403218
Volkswagen,2021,453570,41188,4.818998085881432
Ford,2011,51999,21609,3.595059106790978
Land Rover,2020,277295,21406,3.8170457915277254
Lexus,2022,121377,68830,4.673434730949245
Lexus,2011,381972,89681,3.8206701324299566
Volvo,2015,290552,27521,4.084391289772148
Toyota,2013,162158,31923,3.8635634717020615
Audi,2016,423101,26218,3.9820769396762454
Volvo,2022,278860,31088,3.2326804464882124
Volvo,2013,40158,20605,3.4995380257186306
Toyota,2015,284314,71045,4.379825945113076
Tesla,2019,413122,38814,3.9898646486784726
Tesla,2012,393638,71153,3.136000567295155
Kia,2015,67198,53662,4.189616631559783
Toyota,2016,436673,67290,4.233699702551844
Mercedes,2016,360391,28292,3.999124622280471
Subaru,2011,82944,91230,4.798999767317702
Volkswagen,2011,408994,50059,4.817561886422347
Ford,2015,315496,65736,4.884293206132391
Tesla,2018,337971,84222,4.435659552281782
Honda,2019,472661,65375,3.376418752908691
Honda,2013,302640,32806,4.034503650877287
Land Rover,2019,442718,94396,4.273258236890097
Mazda,2017,31310,47206,3.8134811076822297
Lexus,2020,244099,17976,4.002994191072127
Subaru,2016,180330,37623,4.762340176948348
Hyundai,2017,124162,60939,3.554679835877879
Land Rover,2021,92331,37474,4.644848769159617
Honda,2020,98484,59291,4.304221714437457
Chevrolet,2011,490854,49828,3.2492233529273333
Jaguar,2017,408577,95174,4.845354639396727
Porsche,2022,283060,90045,3.454916220945841
Subaru,2014,417219,57634,3.7816011069202107
Jaguar,2019,291473,93754,3.1695960324926933
Ford,2019,443115,52703,4.452362244000031
Chevrolet,2022,476246,34750,3.285775868384534
Mercedes,2021,340239,77288,3.7560615337486207
Lexus,2014,290257,57861,3.12833243622217
Mazda,2011,437642,75532,4.832629748962373
Lexus,2021,55047,19137,4.972539494591131
Tesla,2022,324627,49754,3.5263230502915475
Volvo,2020,89951,71414,3.655572138323514
Fiat,2013,227252,69697,3.726502894242926
Toyota,2022,123655,36545,4.547005539094324
Tesla,2012,497123,99383,4.6715866551557745
Porsche,2014,260736,43436,3.817622824784631
Mercedes,2022,96842,57973,4.886998459407854
Land Rover,2022,253251,22488,4.347308661564487
Jaguar,2012,192185,30770,3.120691010803762
Volvo,2016,369348,36487,3.0601444549638916
BMW,2020,386720,97209,3.5454484732528466
BMW,2012,147958,82494,4.404988325324979
Hyundai,2020,357983,29272,3.9739485032033626
Audi,2019,337499,46696,3.19852029861839
Volvo,2012,443951,88375,4.982285547486274
Lexus,2011,40845,94449,4.8392269855064605
Fiat,2022,143745,46171,3.4709887914490367
Toyota,2022,118906,67930,4.794266598492131
Nissan,2014,183196,22587,4.336122253657437
Tesla,2021,47455,35243,4.542293968217223
Subaru,2018,304203,73867,3.919223343547208
Fiat,2011,12700,65157,3.462349742376085
Audi,2013,285483,30834,4.505975386257698
Mazda,2017,308074,56074,4.09361225902897
Land Rover,2019,457220,77761,3.360099799933571
Volkswagen,2017,499941,98725,4.646952751976427
Jaguar,2011,107585,36694,4.191732107057193
Toyota,2013,390921,82398,4.966561205150348
Nissan,2012,316535,88855,4.824877625378281
Land Rover,2014,68611,27202,4.033537814288113
Subaru,2020,305279,78535,4.941596298545344
Subaru,2020,456624,88830,4.118006140149662
Land Rover,2016,123056,30475,3.5789393773450726
Volvo,2022,102814,99285,3.641951467328811
Volvo,2010,106682,91593,3.532299893859463
Porsche,2020,386334,91572,3.2581473306136592
Land Rover,2017,73560,79213,4.1907155596279475
Toyota,2020,169282,59088,3.0431798222853508
Tesla,2017,203320,50552,4.474539366251409
Nissan,2016,335709,58861,3.3689757543287957
Porsche,2014,123610,59963,3.106661579677178
Hyundai,2016,446330,94018,3.5435610023823942
Lexus,2011,30563,89868,4.505998950867243
Honda,2014,69150,44572,3.380307725825221
Hyundai,2012,467476,91566,4.970770280535811
Nissan,2022,98958,91181,4.127814441612003
Nissan,2020,311410,61557,3.923684584650615
Ford,2013,306630,76635,4.710022018007463
Volkswagen,2016,72363,58162,4.90636519382177
Audi,2012,415350,40230,4.436896652511045
Volkswagen,2017,206892,53334,3.499043715172305
Ford,2021,276116,79936,3.663983126847417
Porsche,2018,374561,94914,3.079747244595831
Nissan,2015,258271,20720,3.5917023304240883
Mercedes,2011,81762,83512,3.9893365644546868
Honda,2021,290350,25736,3.3727304618610345
Honda,2013,267989,40724,4.452941864360886
Audi,2016,363454,70155,3.2778918718854966
Lexus,2020,111163,83498,3.441382065678111
Audi,2018,419209,75403,4.715222470651115
Subaru,2014,135940,42100,4.225322494303998
Kia,2017,389494,62709,3.6393389424691795
Nissan,2022,112757,59974,4.7784029969218
Chevrolet,2016,320688,33050,3.250232319298971
Fiat,2018,461452,92678,4.04750868894879
Audi,2013,407331,99560,3.064480739993109
Tesla,2021,370100,58375,3.382621236063576
Volvo,2012,163079,17477,3.838232434537678
Volkswagen,2014,478254,44236,3.8330690122412294
Honda,2021,476314,22139,4.9309818768755695
Audi,2010,142959,26975,4.426506062502542
Volvo,2013,130491,65382,4.807262120754211
Volvo,2022,494840,37447,3.7263530016321917
Volvo,2020,489174,36530,3.3022679996977877
Jaguar,2020,206282,22288,4.678806687789011
Mercedes,2017,321968,92702,3.5616280624178254
Audi,2018,170373,70267,4.661806006923157
Fiat,2011,134908,57154,3.326256745985977
Hyundai,2014,498973,23048,3.439954161308039
Lexus,2019,460906,31791,3.0527058244590948
Volkswagen,2021,100217,29975,4.992301581060273
Volkswagen,2019,59645,45146,3.0525888813367734
Honda,2016,464480,90596,3.0275293866707997
Kia,2022,31294,99300,3.1270467950119505
Kia,2018,50615,41863,4.47252553555528
Audi,2010,361590,50175,3.2675425347135785
Porsche,2010,193517,66998,3.014797056384759
Hyundai,2017,478381,47894,3.3820903213105904
Volvo,2017,280817,53199,4.166640956487542
Honda,2019,193359,58780,3.061083956299477
BMW,2022,188512,80876,4.5317589166997125
Land Rover,2021,232670,60517,4.840103013766978
Mercedes,2022,95398,72505,3.1163060559797002
Audi,2014,270360,44681,3.237674777800982
Toyota,2018,225148,23484,3.442458123550633
Ford,2021,137162,57019,3.927894379528575
Tesla,2020,23319,74432,4.162076648342487
Jaguar,2022,467471,71485,4.178279631755447
Lexus,2016,488403,68649,4.7372545309590635
Subaru,2015,97464,63169,4.015319992902462
Land Rover,2010,422114,65083,4.790294317943456
Kia,2017,271272,89089,4.638064041672746
Jaguar,2021,150909,72886,3.1735465641179896
Honda,2021,109354,93893,4.448152843580806
Chevrolet,2014,75123,90824,3.9574397991823638
Jaguar,2017,210130,28690,4.015076650184151
BMW,2022,320573,80738,3.1877293194530143
BMW,2011,133297,82178,4.822876615883528
Kia,2013,104356,73896,4.849289425164828
Land Rover,2012,292244,32460,4.545512877312135
Porsche,2019,209570,19840,4.669151729989906
Audi,2019,15699,20922,4.876659557153037
Chevrolet,2010,369950,40278,3.888129474788504
Mazda,2021,136473,39774,4.746423319386859
Mercedes,2019,97420,28052,3.6987693833396538
Hyundai,2015,471793,31551,3.774446610140357
BMW,2017,105406,75614,4.605342440631759
Mazda,2021,424586,68000,4.6156702730545245
Toyota,2012,486157,25185,4.129457200797989
Subaru,2016,206896,55584,3.0488286296444445
Tesla,2016,272041,42535,3.672653224660956
Tesla,2016,387014,74113,3.5641352490885536
Jaguar,2014,307420,92554,3.801786636533253
Kia,2014,318822,28952,4.9509809966621114
Mazda,2021,290931,78428,3.1493588656334195
Hyundai,2011,261366,23752,3.584808987121027
Mazda,2018,158610,27657,4.996041029641046
Fiat,2012,187503,78475,4.178120228331927
Hyundai,2020,281055,55254,3.865585848413721
Porsche,2010,381719,85267,3.8069749505610098
Mercedes,2019,270462,47205,3.30979537097917
Ford,2016,120947,49826,3.869871800726818
Subaru,2015,248713,47401,4.608586927554228
Audi,2019,152184,94297,4.097584624739769
Toyota,2013,183021,17846,3.433627451675446
Porsche,2015,168691,49484,3.0193450776938384
BMW,2022,117385,32762,3.0509588671526133
Volvo,2013,228530,74051,3.4032397976211906
Fiat,2017,140731,25004,4.036709581188366
Mazda,2010,217796,15247,4.919870507575458
Subaru,2013,210349,76969,4.749159032774685
Porsche,2012,209613,83858,3.139625381696674
Audi,2012,317428,65034,3.2203523654659514
Subaru,2017,63565,76314,3.0006659357702157
Mazda,2017,324073,81937,4.220951022707357
Nissan,2011,443995,38462,4.5103371845906555
Nissan,2012,196950,31956,4.710121459434442
Hyundai,2017,115317,59555,4.388448978365451
Tesla,2020,122355,74502,3.7914063088798375
Jaguar,2011,302390,43185,4.662092494752393
Porsche,2018,56642,24185,3.274199893597666
Honda,2020,300166,76609,4.939539426432532
Mercedes,2011,236236,85272,3.5782025077168607
Volkswagen,2013,155939,79685,3.544861205851083
Nissan,2011,295951,25856,3.451724363244341
Tesla,2015,364349,41328,4.775316656924552
Lexus,2020,126382,48623,4.43111099159019
Volkswagen,2014,401755,35897,3.3114995195978887
Lexus,2014,373895,67584,3.947017175482129
Kia,2014,208849,45639,3.9365118176412874
Subaru,2022,209623,95439,4.0122864991165965
Toyota,2022,276378,36340,3.95244495107847
Volvo,2020,306770,16207,3.538512365197963
Honda,2015,467630,20429,4.491602097532022
Jaguar,2014,87313,55459,3.838110101178178
Kia,2013,112599,77848,4.049667027602753
Mazda,2012,290926,64179,3.579519204057312
Mercedes,2021,348447,98956,4.305019985573506
Audi,2015,325016,19902,4.822339169030043
Subaru,2014,149352,95490,3.7232569186805256
Honda,2010,244074,89423,3.6333460099144324
Lexus,2022,88871,86713,3.966938128646702
Tesla,2010,478906,83495,3.816201296948411
Fiat,2017,481777,86600,4.401881878035505
Porsche,2012,476681,77876,4.06975763093518
Ford,2012,110361,72148,3.744314856390524
Porsche,2021,434924,47924,3.0067247566458732
Mercedes,2013,40373,97680,4.180271513409104
Jaguar,2021,158413,31637,4.704295967704018
Tesla,2015,312417,71035,4.328435944557764
Volkswagen,2015,51767,24973,3.093533136505667
Honda,2013,291728,89607,3.5210900282194757
Audi,2010,477055,26631,4.817749552473865
Ford,2017,142762,30740,4.889029846576419
Jaguar,2015,281300,52214,4.43681255539672
Volvo,2018,466203,85938,4.3741769442074085
Land Rover,2017,271522,78829,3.6734331945601904
Volkswagen,2014,58419,64229,4.202500394944353
Fiat,2014,371237,54441,3.9149160832670926
Chevrolet,2013,159115,90043,3.0485854067995604
Audi,2016,63409,25868,3.9319164684310293
Volkswagen,2012,179461,49734,3.657811309403085
Nissan,2018,94170,26679,3.4833596314143453
Subaru,2016,495482,49782,3.935579540945083
Kia,2015,300678,53636,3.590329490597406
Mercedes,2016,104096,48435,4.188492010700809
Kia,2016,242816,31396,3.747394339472446
Hyundai,2017,320139,37614,3.160435597734704
Porsche,2018,80514,25988,4.92710027632611
Toyota,2011,480383,92229,4.1582503704077185
Lexus,2010,41051,81611,4.043082898387028
Ford,2014,214793,87372,4.3510346397305
Volvo,2020,45017,25705,3.870919769578296
Honda,2016,55318,17214,4.853881246240217
Lexus,2022,185768,18255,4.700617619162682
Honda,2016,218889,55522,3.6492494479568887
Nissan,2012,374080,80480,4.24224520582362
Volvo,2012,411424,90507,4.114495224156514
Porsche,2013,111383,23127,3.900379651955229
Subaru,2010,294857,47267,3.994508631896943
Porsche,2011,216930,87246,4.616652797843129
Ford,2014,390322,94922,4.724585059108422
Lexus,2014,427679,90739,3.1434959284514274
Jaguar,2020,123949,91803,3.708480397267575
Kia,2015,317998,17904,3.059621445707652
Mercedes,2017,98855,35700,4.79432438965523
Mercedes,2019,296199,33642,3.251794707409974
Land Rover,2015,24853,65423,4.265287272608393
Toyota,2017,299307,29075,3.775800729877269
Lexus,2020,207505,15605,4.864091672477246
Chevrolet,2016,435445,45530,3.5422235238708595
Fiat,2020,441140,53541,3.3209529526340837
Audi,2020,402826,18518,4.250319613345733
Ford,2012,442657,86980,4.549353536746908
BMW,2022,188065,37765,4.89779360607087
Volkswagen,2022,104385,23174,3.1091521838993526
Audi,2020,26722,86504,3.6587429792888853
Mercedes,2011,300414,63311,4.175535570325479
Nissan,2013,34394,91827,3.4181425706006983
Chevrolet,2014,197708,83146,4.453141416655587
Land Rover,2010,14804,49058,4.307835576546694
Porsche,2019,132766,46334,3.1647634781568215
Porsche,2015,379162,54440,3.422026457974721
Honda,2013,226402,83517,3.986883401125132
Mazda,2018,23950,79642,3.323082919878539
Volvo,2018,308421,60041,3.4945021797675633
Jaguar,2011,496110,89090,4.802785498660992
Ford,2022,424526,95653,3.0863350285624462
Land Rover,2014,261917,84400,4.786713149319302
Audi,2021,476023,92364,3.543265243120112
Ford,2015,333904,82370,3.2609247228394524
Kia,2013,140263,17353,3.6417300900479397
Subaru,2012,348975,73775,3.642106570759971
Hyundai,2020,420556,37522,3.171956793750083
Jaguar,2022,361105,49723,3.4364976650231425
Mazda,2011,157139,28763,3.6779416743831197
Toyota,2018,176169,66850,4.466882987621316
Tesla,2022,361911,73486,4.905640123567164
Porsche,2014,418445,93780,3.5383072819421795
Volvo,2016,33536,20585,3.550254818758666
Volkswagen,2020,223803,95373,4.368277576746114
Lexus,2015,440505,24775,3.183929134635027
Fiat,2015,313986,72163,3.4205095385885187
Porsche,2013,367752,89675,4.3852373832921065
BMW,2016,65700,17539,3.2708025354434542
Audi,2012,453370,72824,3.2706188053752756
Jaguar,2020,134128,91427,4.022927848655035
Chevrolet,2017,305434,49462,4.044167618324553
Volkswagen,2013,50916,28065,3.172636546972329
Audi,2014,86167,89667,4.391516675984361
Tesla,2021,358401,20094,4.2088056634217414
Jaguar,2012,46131,99943,4.802407149128709
Subaru,2013,295259,42961,4.06762342851669
Volvo,2013,274161,19223,4.337431146138336
Lexus,2013,16531,19666,3.8492237215734058
Mercedes,2021,50023,19236,4.518647137156804
Tesla,2020,484678,45100,3.012787504152039
Ford,2020,480746,39941,3.88664001295816
Volkswagen,2013,86629,48025,3.369023991197423
Chevrolet,2016,321967,63122,3.9641786890489596
Jaguar,2015,403450,87370,4.419135432796121
Toyota,2019,97009,69157,3.1395069706406784
Kia,2016,498295,81186,4.944365936374082
Honda,2010,72306,34416,3.655310059843286
Land Rover,2010,493649,68662,4.061615856180833
Kia,2017,71353,30802,3.2149428079373625
Audi,2015,315815,81945,4.12953679838268
Kia,2012,408952,85529,4.424070277506568
Tesla,2015,406429,44495,3.556307833672269
Honda,2015,384189,26263,3.1240497507055665
Land Rover,2018,435237,32958,4.781586103380647
Mazda,2013,27414,90462,4.531608176061775
Jaguar,2013,137710,32660,4.790927115517947
Ford,2018,104148,55499,4.552930528952972
Porsche,2012,247071,51241,3.635925855830787
Land Rover,2017,48639,79036,4.4264312928865
Toyota,2021,289818,27413,4.322047086849746
Tesla,2017,394260,97306,3.9866525535930935
Hyundai,2013,177708,78948,3.8257185412341457
Lexus,2010,80500,67340,4.586485964002468
Volkswagen,2017,492657,29876,3.1341312570827515
Nissan,2016,498707,38051,4.48950138610381
BMW,2013,65131,42653,3.0847053017757124
Ford,2019,202064,69840,4.728677365077939
Hyundai,2011,126981,97594,4.271794234341222
Fiat,2019,419832,15797,3.9168276635843955
Mazda,2014,63639,88226,4.4628965214174
Fiat,2022,296195,70566,3.1245352843714445
Audi,2017,440855,93890,3.9979883089039996
Kia,2019,230851,71964,4.213244503619164
Mercedes,2022,413150,60530,4.23195834882089
Hyundai,2021,341704,46772,4.662296534327371
Kia,2019,96884,20877,3.126210449717357
BMW,2014,338644,49902,4.197168518925965
Mercedes,2013,341591,91752,4.699433036042439
Land Rover,2021,185010,72203,3.1653101235796424
Land Rover,2019,402438,55910,3.232127301301348
Tesla,2011,65448,84903,3.1117765365061505
Tesla,2020,499660,91587,3.380479767617598
Mazda,2015,322148,75634,3.497115414033481
